segment,country,product,discount_band,units_sold,manufacturing_price,sale_price,gross_sales,discounts,sales,cogs,profit,date,month_number,month_name,year,año,mes,mes_nombre,trimestre,margen_bruto_pct,tasa_descuento_pct,ratio_cogs_ventas,rentabilidad_cat
Small Business,Mexico, Paseo , Medium ," $2,460.00 ",10.0,300.0,738000.0,59040.0,678960.0,615000.0,63960.0,2014-01-06,6, June ,2014,2014,1,Jan,Q1,9.42,8.0,90.58,🟠 Baja (0-15%)
Government,United States of America, Paseo , Medium , $678.00 ,10.0,7.0,4746.0,379.68,4366.32,3390.0,976.32,2014-01-08,8, August ,2014,2014,1,Jan,Q1,22.36,8.0,77.64,🟡 Media (15-30%)
Government,Germany, Paseo , Medium ," $1,598.00 ",10.0,7.0,11186.0,894.88,10291.12,7990.0,2301.12,2014-01-08,8, August ,2014,2014,1,Jan,Q1,22.36,8.0,77.64,🟡 Media (15-30%)
Government,Germany, Paseo , Medium ," $2,409.00 ",10.0,7.0,16863.0,1349.04,15513.96,12045.0,3468.96,2013-01-09,9, September ,2013,2013,1,Jan,Q1,22.36,8.0,77.64,🟡 Media (15-30%)
Government,Germany, Paseo , Medium ," $1,934.00 ",10.0,20.0,38680.0,3094.4,35585.6,19340.0,16245.6,2014-01-09,9, September ,2014,2014,1,Jan,Q1,45.65,8.0,54.35,🟢 Alta (>30%)
Government,Mexico, Paseo , Medium ," $2,993.00 ",10.0,20.0,59860.0,4788.8,55071.2,29930.0,25141.2,2014-01-09,9, September ,2014,2014,1,Jan,Q1,45.65,8.0,54.35,🟢 Alta (>30%)
Government,Germany, Paseo , Medium ," $2,146.00 ",10.0,350.0,751100.0,60088.0,691012.0,557960.0,133052.0,2013-01-11,11, November ,2013,2013,1,Jan,Q1,19.25,8.0,80.75,🟡 Media (15-30%)
Government,Mexico, Paseo , Medium ," $1,946.00 ",10.0,7.0,13622.0,1089.76,12532.24,9730.0,2802.24,2013-01-12,12, December ,2013,2013,1,Jan,Q1,22.36,8.0,77.64,🟡 Media (15-30%)
Government,Mexico, Paseo , Medium ," $1,362.00 ",10.0,350.0,476700.0,38136.0,438564.0,354120.0,84444.0,2014-01-12,12, December ,2014,2014,1,Jan,Q1,19.25,8.0,80.75,🟡 Media (15-30%)
Channel Partners,Canada, Velo , Medium , $598.00 ,120.0,12.0,7176.0,574.08,6601.92,1794.0,4807.92,2014-01-03,3, March ,2014,2014,1,Jan,Q1,72.83,8.0,27.17,🟢 Alta (>30%)
Government,United States of America, Velo , Medium ," $2,907.00 ",120.0,7.0,20349.0,1627.92,18721.08,14535.0,4186.08,2014-01-06,6, June ,2014,2014,1,Jan,Q1,22.36,8.0,77.64,🟡 Media (15-30%)
Government,Germany, Velo , Medium ," $2,338.00 ",120.0,7.0,16366.0,1309.28,15056.72,11690.0,3366.72,2014-01-06,6, June ,2014,2014,1,Jan,Q1,22.36,8.0,77.64,🟡 Media (15-30%)
Small Business,France, Velo , Medium , $386.00 ,120.0,300.0,115800.0,9264.0,106536.0,96500.0,10036.0,2013-01-11,11, November ,2013,2013,1,Jan,Q1,9.42,8.0,90.58,🟠 Baja (0-15%)
Small Business,Mexico, Velo , Medium , $635.00 ,120.0,300.0,190500.0,15240.0,175260.0,158750.0,16510.0,2014-01-12,12, December ,2014,2014,1,Jan,Q1,9.42,8.0,90.58,🟠 Baja (0-15%)
Government,France, VTT , Medium , $574.50 ,250.0,350.0,201075.0,16086.0,184989.0,149370.0,35619.0,2014-01-04,4, April ,2014,2014,1,Jan,Q1,19.25,8.0,80.75,🟡 Media (15-30%)
Government,Germany, VTT , Medium ," $2,338.00 ",250.0,7.0,16366.0,1309.28,15056.72,11690.0,3366.72,2014-01-06,6, June ,2014,2014,1,Jan,Q1,22.36,8.0,77.64,🟡 Media (15-30%)
Government,France, VTT , Medium , $381.00 ,250.0,350.0,133350.0,10668.0,122682.0,99060.0,23622.0,2014-01-08,8, August ,2014,2014,1,Jan,Q1,19.25,8.0,80.75,🟡 Media (15-30%)
Government,Germany, VTT , Medium , $422.00 ,250.0,350.0,147700.0,11816.0,135884.0,109720.0,26164.0,2014-01-08,8, August ,2014,2014,1,Jan,Q1,19.25,8.0,80.75,🟡 Media (15-30%)
Small Business,Canada, VTT , Medium ," $2,134.00 ",250.0,300.0,640200.0,51216.0,588984.0,533500.0,55484.0,2014-01-09,9, September ,2014,2014,1,Jan,Q1,9.42,8.0,90.58,🟠 Baja (0-15%)
Small Business,United States of America, VTT , Medium , $808.00 ,250.0,300.0,242400.0,19392.0,223008.0,202000.0,21008.0,2013-01-12,12, December ,2013,2013,1,Jan,Q1,9.42,8.0,90.58,🟠 Baja (0-15%)
Government,Canada, Amarilla , Medium , $708.00 ,260.0,20.0,14160.0,1132.8,13027.2,7080.0,5947.2,2014-01-06,6, June ,2014,2014,1,Jan,Q1,45.65,8.0,54.35,🟢 Alta (>30%)
Government,United States of America, Amarilla , Medium ," $2,907.00 ",260.0,7.0,20349.0,1627.92,18721.08,14535.0,4186.08,2014-01-06,6, June ,2014,2014,1,Jan,Q1,22.36,8.0,77.64,🟡 Media (15-30%)
Government,Germany, Amarilla , Medium ," $1,366.00 ",260.0,20.0,27320.0,2185.6,25134.4,13660.0,11474.4,2014-01-06,6, June ,2014,2014,1,Jan,Q1,45.65,8.0,54.35,🟢 Alta (>30%)
Small Business,Mexico, Amarilla , Medium ," $2,460.00 ",260.0,300.0,738000.0,59040.0,678960.0,615000.0,63960.0,2014-01-06,6, June ,2014,2014,1,Jan,Q1,9.42,8.0,90.58,🟠 Baja (0-15%)
Government,Germany, Amarilla , Medium ," $1,520.00 ",260.0,20.0,30400.0,2432.0,27968.0,15200.0,12768.0,2014-01-11,11, November ,2014,2014,1,Jan,Q1,45.65,8.0,54.35,🟢 Alta (>30%)
Midmarket,Germany, Amarilla , Medium , $711.00 ,260.0,15.0,10665.0,853.2,9811.8,7110.0,2701.8,2014-01-12,12, December ,2014,2014,1,Jan,Q1,27.54,8.0,72.46,🟡 Media (15-30%)
Channel Partners,Mexico, Amarilla , Medium ," $1,375.00 ",260.0,12.0,16500.0,1320.0,15180.0,4125.0,11055.0,2013-01-12,12, December ,2013,2013,1,Jan,Q1,72.83,8.0,27.17,🟢 Alta (>30%)
Small Business,Mexico, Amarilla , Medium , $635.00 ,260.0,300.0,190500.0,15240.0,175260.0,158750.0,16510.0,2014-01-12,12, December ,2014,2014,1,Jan,Q1,9.42,8.0,90.58,🟠 Baja (0-15%)
Government,United States of America, VTT , Medium , $436.50 ,250.0,20.0,8730.0,698.4,8031.6,4365.0,3666.6,2014-01-07,7, July ,2014,2014,1,Jan,Q1,45.65,8.0,54.35,🟢 Alta (>30%)
Small Business,Canada, Carretera , Medium ," $1,094.00 ",3.0,300.0,328200.0,29538.0,298662.0,273500.0,25162.0,2014-01-06,6, June ,2014,2014,1,Jan,Q1,8.42,9.0,91.58,🟠 Baja (0-15%)
Channel Partners,Mexico, Carretera , Medium , $367.00 ,3.0,12.0,4404.0,396.36,4007.64,1101.0,2906.64,2013-01-10,10, October ,2013,2013,1,Jan,Q1,72.53,9.0,27.47,🟢 Alta (>30%)
Small Business,Canada, Montana , Medium ," $3,802.50 ",5.0,300.0,1140750.0,102667.5,1038082.5,950625.0,87457.5,2014-01-04,4, April ,2014,2014,1,Jan,Q1,8.42,9.0,91.58,🟠 Baja (0-15%)
Government,France, Montana , Medium ," $1,666.00 ",5.0,350.0,583100.0,52479.0,530621.0,433160.0,97461.0,2014-01-05,5, May ,2014,2014,1,Jan,Q1,18.37,9.0,81.63,🟡 Media (15-30%)
Small Business,France, Montana , Medium , $322.00 ,5.0,300.0,96600.0,8694.0,87906.0,80500.0,7406.0,2013-01-09,9, September ,2013,2013,1,Jan,Q1,8.42,9.0,91.58,🟠 Baja (0-15%)
Channel Partners,Canada, Montana , Medium ," $2,321.00 ",5.0,12.0,27852.0,2506.68,25345.32,6963.0,18382.32,2014-01-11,11, November ,2014,2014,1,Jan,Q1,72.53,9.0,27.47,🟢 Alta (>30%)
Enterprise,France, Montana , Medium ," $1,857.00 ",5.0,125.0,232125.0,20891.25,211233.75,222840.0,-11606.25,2013-01-11,11, November ,2013,2013,1,Jan,Q1,-5.49,9.0,105.49,🔴 Negativa (<0%)
Government,Canada, Montana , Medium ," $1,611.00 ",5.0,7.0,11277.0,1014.93,10262.07,8055.0,2207.07,2013-01-12,12, December ,2013,2013,1,Jan,Q1,21.51,9.0,78.49,🟡 Media (15-30%)
Enterprise,United States of America, Montana , Medium ," $2,797.00 ",5.0,125.0,349625.0,31466.25,318158.75,335640.0,-17481.25,2014-01-12,12, December ,2014,2014,1,Jan,Q1,-5.49,9.0,105.49,🔴 Negativa (<0%)
Small Business,Germany, Montana , Medium , $334.00 ,5.0,300.0,100200.0,9018.0,91182.0,83500.0,7682.0,2013-01-12,12, December ,2013,2013,1,Jan,Q1,8.42,9.0,91.58,🟠 Baja (0-15%)
Small Business,Mexico, Paseo , Medium ," $2,565.00 ",10.0,300.0,769500.0,69255.0,700245.0,641250.0,58995.0,2014-01-01,1, January ,2014,2014,1,Jan,Q1,8.42,9.0,91.58,🟠 Baja (0-15%)
Government,Mexico, Paseo , Medium ," $2,417.00 ",10.0,350.0,845950.0,76135.5,769814.5,628420.0,141394.5,2014-01-01,1, January ,2014,2014,1,Jan,Q1,18.37,9.0,81.63,🟡 Media (15-30%)
Midmarket,United States of America, Paseo , Medium ," $3,675.00 ",10.0,15.0,55125.0,4961.25,50163.75,36750.0,13413.75,2014-01-04,4, April ,2014,2014,1,Jan,Q1,26.74,9.0,73.26,🟡 Media (15-30%)
Small Business,Canada, Paseo , Medium ," $1,094.00 ",10.0,300.0,328200.0,29538.0,298662.0,273500.0,25162.0,2014-01-06,6, June ,2014,2014,1,Jan,Q1,8.42,9.0,91.58,🟠 Baja (0-15%)
Midmarket,France, Paseo , Medium ," $1,227.00 ",10.0,15.0,18405.0,1656.45,16748.55,12270.0,4478.55,2014-01-10,10, October ,2014,2014,1,Jan,Q1,26.74,9.0,73.26,🟡 Media (15-30%)
Channel Partners,Mexico, Paseo , Medium , $367.00 ,10.0,12.0,4404.0,396.36,4007.64,1101.0,2906.64,2013-01-10,10, October ,2013,2013,1,Jan,Q1,72.53,9.0,27.47,🟢 Alta (>30%)
Small Business,France, Paseo , Medium ," $1,324.00 ",10.0,300.0,397200.0,35748.0,361452.0,331000.0,30452.0,2014-01-11,11, November ,2014,2014,1,Jan,Q1,8.42,9.0,91.58,🟠 Baja (0-15%)
Channel Partners,Germany, Paseo , Medium ," $1,775.00 ",10.0,12.0,21300.0,1917.0,19383.0,5325.0,14058.0,2013-01-11,11, November ,2013,2013,1,Jan,Q1,72.53,9.0,27.47,🟢 Alta (>30%)
Enterprise,United States of America, Paseo , Medium ," $2,797.00 ",10.0,125.0,349625.0,31466.25,318158.75,335640.0,-17481.25,2014-01-12,12, December ,2014,2014,1,Jan,Q1,-5.49,9.0,105.49,🔴 Negativa (<0%)
Midmarket,Mexico, Velo , Medium , $245.00 ,120.0,15.0,3675.0,330.75,3344.25,2450.0,894.25,2014-01-05,5, May ,2014,2014,1,Jan,Q1,26.74,9.0,73.26,🟡 Media (15-30%)
Small Business,Canada, Velo , Medium ," $3,793.50 ",120.0,300.0,1138050.0,102424.5,1035625.5,948375.0,87250.5,2014-01-07,7, July ,2014,2014,1,Jan,Q1,8.42,9.0,91.58,🟠 Baja (0-15%)
Government,Germany, Velo , Medium ," $1,307.00 ",120.0,350.0,457450.0,41170.5,416279.5,339820.0,76459.5,2014-01-07,7, July ,2014,2014,1,Jan,Q1,18.37,9.0,81.63,🟡 Media (15-30%)
Enterprise,Canada, Velo , Medium , $567.00 ,120.0,125.0,70875.0,6378.75,64496.25,68040.0,-3543.75,2014-01-09,9, September ,2014,2014,1,Jan,Q1,-5.49,9.0,105.49,🔴 Negativa (<0%)
Enterprise,Mexico, Velo , Medium ," $2,110.00 ",120.0,125.0,263750.0,23737.5,240012.5,253200.0,-13187.5,2014-01-09,9, September ,2014,2014,1,Jan,Q1,-5.49,9.0,105.49,🔴 Negativa (<0%)
Government,Canada, Velo , Medium ," $1,269.00 ",120.0,350.0,444150.0,39973.5,404176.5,329940.0,74236.5,2014-01-10,10, October ,2014,2014,1,Jan,Q1,18.37,9.0,81.63,🟡 Media (15-30%)
Channel Partners,United States of America, VTT , Medium ," $1,956.00 ",250.0,12.0,23472.0,2112.48,21359.52,5868.0,15491.52,2014-01-01,1, January ,2014,2014,1,Jan,Q1,72.53,9.0,27.47,🟢 Alta (>30%)
Small Business,Germany, VTT , Medium ," $2,659.00 ",250.0,300.0,797700.0,71793.0,725907.0,664750.0,61157.0,2014-01-02,2, February ,2014,2014,1,Jan,Q1,8.42,9.0,91.58,🟠 Baja (0-15%)
Government,United States of America, VTT , Medium ," $1,351.50 ",250.0,350.0,473025.0,42572.25,430452.75,351390.0,79062.75,2014-01-04,4, April ,2014,2014,1,Jan,Q1,18.37,9.0,81.63,🟡 Media (15-30%)
Channel Partners,Germany, VTT , Medium , $880.00 ,250.0,12.0,10560.0,950.4,9609.6,2640.0,6969.6,2014-01-05,5, May ,2014,2014,1,Jan,Q1,72.53,9.0,27.47,🟢 Alta (>30%)
Small Business,United States of America, VTT , Medium ," $1,867.00 ",250.0,300.0,560100.0,50409.0,509691.0,466750.0,42941.0,2014-01-09,9, September ,2014,2014,1,Jan,Q1,8.42,9.0,91.58,🟠 Baja (0-15%)
Channel Partners,France, VTT , Medium ," $2,234.00 ",250.0,12.0,26808.0,2412.72,24395.28,6702.0,17693.28,2013-01-09,9, September ,2013,2013,1,Jan,Q1,72.53,9.0,27.47,🟢 Alta (>30%)
Midmarket,France, VTT , Medium ," $1,227.00 ",250.0,15.0,18405.0,1656.45,16748.55,12270.0,4478.55,2014-01-10,10, October ,2014,2014,1,Jan,Q1,26.74,9.0,73.26,🟡 Media (15-30%)
Enterprise,Mexico, VTT , Medium , $877.00 ,250.0,125.0,109625.0,9866.25,99758.75,105240.0,-5481.25,2014-01-11,11, November ,2014,2014,1,Jan,Q1,-5.49,9.0,105.49,🔴 Negativa (<0%)
Government,United States of America, Amarilla , Medium ," $2,071.00 ",260.0,350.0,724850.0,65236.5,659613.5,538460.0,121153.5,2014-01-09,9, September ,2014,2014,1,Jan,Q1,18.37,9.0,81.63,🟡 Media (15-30%)
Government,Canada, Amarilla , Medium ," $1,269.00 ",260.0,350.0,444150.0,39973.5,404176.5,329940.0,74236.5,2014-01-10,10, October ,2014,2014,1,Jan,Q1,18.37,9.0,81.63,🟡 Media (15-30%)
Midmarket,Germany, Amarilla , Medium , $970.00 ,260.0,15.0,14550.0,1309.5,13240.5,9700.0,3540.5,2013-01-11,11, November ,2013,2013,1,Jan,Q1,26.74,9.0,73.26,🟡 Media (15-30%)
Government,Mexico, Amarilla , Medium ," $1,694.00 ",260.0,20.0,33880.0,3049.2,30830.8,16940.0,13890.8,2014-01-11,11, November ,2014,2014,1,Jan,Q1,45.05,9.0,54.95,🟢 Alta (>30%)
Government,Germany, Carretera , Medium , $663.00 ,3.0,20.0,13260.0,1193.4,12066.6,6630.0,5436.6,2014-01-05,5, May ,2014,2014,1,Jan,Q1,45.05,9.0,54.95,🟢 Alta (>30%)
Government,Canada, Carretera , Medium , $819.00 ,3.0,7.0,5733.0,515.97,5217.03,4095.0,1122.03,2014-01-07,7, July ,2014,2014,1,Jan,Q1,21.51,9.0,78.49,🟡 Media (15-30%)
Channel Partners,Germany, Carretera , Medium ," $1,580.00 ",3.0,12.0,18960.0,1706.4,17253.6,4740.0,12513.6,2014-01-09,9, September ,2014,2014,1,Jan,Q1,72.53,9.0,27.47,🟢 Alta (>30%)
Government,Mexico, Carretera , Medium , $521.00 ,3.0,7.0,3647.0,328.23,3318.77,2605.0,713.77,2014-01-12,12, December ,2014,2014,1,Jan,Q1,21.51,9.0,78.49,🟡 Media (15-30%)
Government,United States of America, Paseo , Medium , $973.00 ,10.0,20.0,19460.0,1751.4,17708.6,9730.0,7978.6,2014-01-03,3, March ,2014,2014,1,Jan,Q1,45.05,9.0,54.95,🟢 Alta (>30%)
Government,Mexico, Paseo , Medium ," $1,038.00 ",10.0,20.0,20760.0,1868.4,18891.6,10380.0,8511.6,2014-01-06,6, June ,2014,2014,1,Jan,Q1,45.05,9.0,54.95,🟢 Alta (>30%)
Government,Germany, Paseo , Medium , $360.00 ,10.0,7.0,2520.0,226.8,2293.2,1800.0,493.2,2014-01-10,10, October ,2014,2014,1,Jan,Q1,21.51,9.0,78.49,🟡 Media (15-30%)
Channel Partners,France, Velo , Medium ," $1,967.00 ",120.0,12.0,23604.0,2124.36,21479.64,5901.0,15578.64,2014-01-03,3, March ,2014,2014,1,Jan,Q1,72.53,9.0,27.47,🟢 Alta (>30%)
Midmarket,Mexico, Velo , Medium ," $2,628.00 ",120.0,15.0,39420.0,3547.8,35872.2,26280.0,9592.2,2014-01-04,4, April ,2014,2014,1,Jan,Q1,26.74,9.0,73.26,🟡 Media (15-30%)
Government,Germany, VTT , Medium , $360.00 ,250.0,7.0,2520.0,226.8,2293.2,1800.0,493.2,2014-01-10,10, October ,2014,2014,1,Jan,Q1,21.51,9.0,78.49,🟡 Media (15-30%)
Government,France, VTT , Medium ," $2,682.00 ",250.0,20.0,53640.0,4827.6,48812.4,26820.0,21992.4,2013-01-11,11, November ,2013,2013,1,Jan,Q1,45.05,9.0,54.95,🟢 Alta (>30%)
Government,Mexico, VTT , Medium , $521.00 ,250.0,7.0,3647.0,328.23,3318.77,2605.0,713.77,2014-01-12,12, December ,2014,2014,1,Jan,Q1,21.51,9.0,78.49,🟡 Media (15-30%)
Government,Mexico, Amarilla , Medium ," $1,038.00 ",260.0,20.0,20760.0,1868.4,18891.6,10380.0,8511.6,2014-01-06,6, June ,2014,2014,1,Jan,Q1,45.05,9.0,54.95,🟢 Alta (>30%)
Midmarket,Canada, Amarilla , Medium ," $1,630.50 ",260.0,15.0,24457.5,2201.18,22256.33,16305.0,5951.33,2014-01-07,7, July ,2014,2014,1,Jan,Q1,26.74,9.0,73.26,🟡 Media (15-30%)
Channel Partners,France, Amarilla , Medium , $306.00 ,260.0,12.0,3672.0,330.48,3341.52,918.0,2423.52,2013-01-12,12, December ,2013,2013,1,Jan,Q1,72.53,9.0,27.47,🟢 Alta (>30%)
Channel Partners,United States of America, Carretera , High , $386.00 ,3.0,12.0,4632.0,463.2,4168.8,1158.0,3010.8,2013-01-10,10, October ,2013,2013,1,Jan,Q1,72.22,10.0,27.78,🟢 Alta (>30%)
Government,United States of America, Montana , High ," $2,328.00 ",5.0,7.0,16296.0,1629.6,14666.4,11640.0,3026.4,2014-01-09,9, September ,2014,2014,1,Jan,Q1,20.63,10.0,79.37,🟡 Media (15-30%)
Channel Partners,United States of America, Paseo , High , $386.00 ,10.0,12.0,4632.0,463.2,4168.8,1158.0,3010.8,2013-01-10,10, October ,2013,2013,1,Jan,Q1,72.22,10.0,27.78,🟢 Alta (>30%)
Enterprise,United States of America, Carretera , High ," $3,445.50 ",3.0,125.0,430687.5,43068.75,387618.75,413460.0,-25841.25,2014-01-04,4, April ,2014,2014,1,Jan,Q1,-6.67,10.0,106.67,🔴 Negativa (<0%)
Enterprise,France, Carretera , High ," $1,482.00 ",3.0,125.0,185250.0,18525.0,166725.0,177840.0,-11115.0,2013-01-12,12, December ,2013,2013,1,Jan,Q1,-6.67,10.0,106.67,🔴 Negativa (<0%)
Government,United States of America, Montana , High ," $2,313.00 ",5.0,350.0,809550.0,80955.0,728595.0,601380.0,127215.0,2014-01-05,5, May ,2014,2014,1,Jan,Q1,17.46,10.0,82.54,🟡 Media (15-30%)
Enterprise,United States of America, Montana , High ," $1,804.00 ",5.0,125.0,225500.0,22550.0,202950.0,216480.0,-13530.0,2013-01-11,11, November ,2013,2013,1,Jan,Q1,-6.67,10.0,106.67,🔴 Negativa (<0%)
Midmarket,France, Montana , High ," $2,072.00 ",5.0,15.0,31080.0,3108.0,27972.0,20720.0,7252.0,2014-01-12,12, December ,2014,2014,1,Jan,Q1,25.93,10.0,74.07,🟡 Media (15-30%)
Government,France, Paseo , High ," $1,954.00 ",10.0,20.0,39080.0,3908.0,35172.0,19540.0,15632.0,2014-01-03,3, March ,2014,2014,1,Jan,Q1,44.44,10.0,55.56,🟢 Alta (>30%)
Small Business,Mexico, Paseo , High , $591.00 ,10.0,300.0,177300.0,17730.0,159570.0,147750.0,11820.0,2014-01-05,5, May ,2014,2014,1,Jan,Q1,7.41,10.0,92.59,🟠 Baja (0-15%)
Midmarket,France, Paseo , High ," $2,167.00 ",10.0,15.0,32505.0,3250.5,29254.5,21670.0,7584.5,2013-01-10,10, October ,2013,2013,1,Jan,Q1,25.93,10.0,74.07,🟡 Media (15-30%)
Government,Germany, Paseo , High , $241.00 ,10.0,20.0,4820.0,482.0,4338.0,2410.0,1928.0,2014-01-10,10, October ,2014,2014,1,Jan,Q1,44.44,10.0,55.56,🟢 Alta (>30%)
Midmarket,Germany, Velo , High , $681.00 ,120.0,15.0,10215.0,1021.5,9193.5,6810.0,2383.5,2014-01-01,1, January ,2014,2014,1,Jan,Q1,25.93,10.0,74.07,🟡 Media (15-30%)
Midmarket,Germany, Velo , High , $510.00 ,120.0,15.0,7650.0,765.0,6885.0,5100.0,1785.0,2014-01-04,4, April ,2014,2014,1,Jan,Q1,25.93,10.0,74.07,🟡 Media (15-30%)
Midmarket,United States of America, Velo , High , $790.00 ,120.0,15.0,11850.0,1185.0,10665.0,7900.0,2765.0,2014-01-05,5, May ,2014,2014,1,Jan,Q1,25.93,10.0,74.07,🟡 Media (15-30%)
Government,France, Velo , High , $639.00 ,120.0,350.0,223650.0,22365.0,201285.0,166140.0,35145.0,2014-01-07,7, July ,2014,2014,1,Jan,Q1,17.46,10.0,82.54,🟡 Media (15-30%)
Enterprise,United States of America, Velo , High ," $1,596.00 ",120.0,125.0,199500.0,19950.0,179550.0,191520.0,-11970.0,2014-01-09,9, September ,2014,2014,1,Jan,Q1,-6.67,10.0,106.67,🔴 Negativa (<0%)
Small Business,United States of America, Velo , High ," $2,294.00 ",120.0,300.0,688200.0,68820.0,619380.0,573500.0,45880.0,2013-01-10,10, October ,2013,2013,1,Jan,Q1,7.41,10.0,92.59,🟠 Baja (0-15%)
Government,Germany, Velo , High , $241.00 ,120.0,20.0,4820.0,482.0,4338.0,2410.0,1928.0,2014-01-10,10, October ,2014,2014,1,Jan,Q1,44.44,10.0,55.56,🟢 Alta (>30%)
Government,Germany, Velo , High ," $2,665.00 ",120.0,7.0,18655.0,1865.5,16789.5,13325.0,3464.5,2014-01-11,11, November ,2014,2014,1,Jan,Q1,20.63,10.0,79.37,🟡 Media (15-30%)
Enterprise,Canada, Velo , High ," $1,916.00 ",120.0,125.0,239500.0,23950.0,215550.0,229920.0,-14370.0,2013-01-12,12, December ,2013,2013,1,Jan,Q1,-6.67,10.0,106.67,🔴 Negativa (<0%)
Small Business,France, Velo , High , $853.00 ,120.0,300.0,255900.0,25590.0,230310.0,213250.0,17060.0,2014-01-12,12, December ,2014,2014,1,Jan,Q1,7.41,10.0,92.59,🟠 Baja (0-15%)
Enterprise,Mexico, VTT , High , $341.00 ,250.0,125.0,42625.0,4262.5,38362.5,40920.0,-2557.5,2014-01-05,5, May ,2014,2014,1,Jan,Q1,-6.67,10.0,106.67,🔴 Negativa (<0%)
Midmarket,Mexico, VTT , High , $641.00 ,250.0,15.0,9615.0,961.5,8653.5,6410.0,2243.5,2014-01-07,7, July ,2014,2014,1,Jan,Q1,25.93,10.0,74.07,🟡 Media (15-30%)
Government,United States of America, VTT , High ," $2,807.00 ",250.0,350.0,982450.0,98245.0,884205.0,729820.0,154385.0,2014-01-08,8, August ,2014,2014,1,Jan,Q1,17.46,10.0,82.54,🟡 Media (15-30%)
Small Business,Mexico, VTT , High , $432.00 ,250.0,300.0,129600.0,12960.0,116640.0,108000.0,8640.0,2014-01-09,9, September ,2014,2014,1,Jan,Q1,7.41,10.0,92.59,🟠 Baja (0-15%)
Small Business,United States of America, VTT , High ," $2,294.00 ",250.0,300.0,688200.0,68820.0,619380.0,573500.0,45880.0,2013-01-10,10, October ,2013,2013,1,Jan,Q1,7.41,10.0,92.59,🟠 Baja (0-15%)
Midmarket,France, VTT , High ," $2,167.00 ",250.0,15.0,32505.0,3250.5,29254.5,21670.0,7584.5,2013-01-10,10, October ,2013,2013,1,Jan,Q1,25.93,10.0,74.07,🟡 Media (15-30%)
Enterprise,Canada, VTT , High ," $2,529.00 ",250.0,125.0,316125.0,31612.5,284512.5,303480.0,-18967.5,2014-01-11,11, November ,2014,2014,1,Jan,Q1,-6.67,10.0,106.67,🔴 Negativa (<0%)
Government,Germany, VTT , High ," $1,870.00 ",250.0,350.0,654500.0,65450.0,589050.0,486200.0,102850.0,2013-01-12,12, December ,2013,2013,1,Jan,Q1,17.46,10.0,82.54,🟡 Media (15-30%)
Enterprise,United States of America, Amarilla , High , $579.00 ,260.0,125.0,72375.0,7237.5,65137.5,69480.0,-4342.5,2014-01-01,1, January ,2014,2014,1,Jan,Q1,-6.67,10.0,106.67,🔴 Negativa (<0%)
Government,Canada, Amarilla , High ," $2,240.00 ",260.0,350.0,784000.0,78400.0,705600.0,582400.0,123200.0,2014-01-02,2, February ,2014,2014,1,Jan,Q1,17.46,10.0,82.54,🟡 Media (15-30%)
Small Business,United States of America, Amarilla , High ," $2,993.00 ",260.0,300.0,897900.0,89790.0,808110.0,748250.0,59860.0,2014-01-03,3, March ,2014,2014,1,Jan,Q1,7.41,10.0,92.59,🟠 Baja (0-15%)
Channel Partners,Canada, Amarilla , High ," $3,520.50 ",260.0,12.0,42246.0,4224.6,38021.4,10561.5,27459.9,2014-01-04,4, April ,2014,2014,1,Jan,Q1,72.22,10.0,27.78,🟢 Alta (>30%)
Government,Mexico, Amarilla , High ," $2,039.00 ",260.0,20.0,40780.0,4078.0,36702.0,20390.0,16312.0,2014-01-05,5, May ,2014,2014,1,Jan,Q1,44.44,10.0,55.56,🟢 Alta (>30%)
Channel Partners,Germany, Amarilla , High ," $2,574.00 ",260.0,12.0,30888.0,3088.8,27799.2,7722.0,20077.2,2014-01-08,8, August ,2014,2014,1,Jan,Q1,72.22,10.0,27.78,🟢 Alta (>30%)
Government,Canada, Amarilla , High , $707.00 ,260.0,350.0,247450.0,24745.0,222705.0,183820.0,38885.0,2014-01-09,9, September ,2014,2014,1,Jan,Q1,17.46,10.0,82.54,🟡 Media (15-30%)
Midmarket,France, Amarilla , High ," $2,072.00 ",260.0,15.0,31080.0,3108.0,27972.0,20720.0,7252.0,2014-01-12,12, December ,2014,2014,1,Jan,Q1,25.93,10.0,74.07,🟡 Media (15-30%)
Small Business,France, Amarilla , High , $853.00 ,260.0,300.0,255900.0,25590.0,230310.0,213250.0,17060.0,2014-01-12,12, December ,2014,2014,1,Jan,Q1,7.41,10.0,92.59,🟠 Baja (0-15%)
Channel Partners,France, Carretera , High ," $1,198.00 ",3.0,12.0,14376.0,1581.36,12794.64,3594.0,9200.64,2013-01-10,10, October ,2013,2013,1,Jan,Q1,71.91,11.0,28.09,🟢 Alta (>30%)
Government,France, Paseo , High ," $2,532.00 ",10.0,7.0,17724.0,1949.64,15774.36,12660.0,3114.36,2014-01-04,4, April ,2014,2014,1,Jan,Q1,19.74,11.0,80.26,🟡 Media (15-30%)
Channel Partners,France, Paseo , High ," $1,198.00 ",10.0,12.0,14376.0,1581.36,12794.64,3594.0,9200.64,2013-01-10,10, October ,2013,2013,1,Jan,Q1,71.91,11.0,28.09,🟢 Alta (>30%)
